1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,HouseAge,RemodAge,GarageAge,SalePrice
880,844.0,3.0,3,0,1,880,0.0,527,3,1724,3,8924,57.0,0.0,155,5,7,880,0.0,12,11,12.0,188000
773,885.0,3.0,1,219,6,554,0.0,431,3,1658,2,8000,69.0,0.0,84,5,6,773,0.0,15,14,15.0,188000
1126,0.0,2.0,0,0,0,0,0.0,520,3,1126,3,8777,67.0,0.0,96,5,4,0,0.0,61,7,8.0,108000
872,521.0,3.0,1,0,1,816,0.0,300,1,1393,2,16466,59.0,0.0,0,7,5,816,0.0,55,55,55.0,135500
1968,1479.0,4.0,2,192,3,536,0.0,1014,1,3447,3,14100,69.0,632.0,12,9,8,728,0.0,75,13,28.0,381000
483,504.0,2.0,1,309,4,174,0.0,264,1,987,2,1953,21.0,408.0,0,5,6,483,0.0,37,37,37.0,83000
808,547.0,4.0,1,351,5,112,0.0,0,0,1355,2,10106,62.0,0.0,0,7,5,644,0.0,70,11,0.0,127500
2069,0.0,4.0,4,425,6,160,0.0,505,2,2069,3,27650,313.0,0.0,0,7,7,585,0.0,50,3,50.0,242000
757,0.0,3.0,1,549,5,195,0.0,440,1,1501,2,2280,24.0,360.0,0,5,7,744,0.0,11,11,11.0,179400
1976,0.0,2.0,4,1350,1,626,0.0,908,2,1976,3,14977,110.0,304.0,63,5,8,1976,0.0,4,3,4.0,440000
1563,0.0,3.0,1,33,6,1530,0.0,758,2,1563,3,10206,78.0,468.0,99,5,8,1563,0.0,3,3,3.0,245000
572,539.0,2.0,1,0,1,572,0.0,288,1,1111,2,5700,69.0,0.0,0,7,7,572,0.0,84,60,28.0,116900
851,651.0,3.0,1,0,1,776,0.0,270,2,1502,2,7200,60.0,0.0,0,6,7,776,0.0,79,10,79.0,149000
1733,0.0,4.0,0,0,0,0,0.0,452,1,1733,2,13680,69.0,0.0,0,5,3,0,0.0,55,55,55.0,139600
1848,880.0,4.0,1,1410,6,438,0.0,706,3,2728,4,20431,56.0,870.0,0,5,9,1848,0.0,5,4,4.0,437154
630,672.0,3.0,1,231,5,399,0.0,264,1,1302,2,1680,21.0,268.0,0,7,5,630,0.0,38,38,38.0,119500
1332,192.0,0.0,4,1258,6,74,0.0,586,3,1524,3,23595,69.0,0.0,0,6,7,1332,0.0,31,31,31.0,260000
1120,468.0,4.0,0,0,0,0,0.0,680,3,1588,2,17120,80.0,0.0,59,4,4,0,0.0,51,51,19.0,134432
1125,0.0,2.0,1,0,1,1125,0.0,430,1,1125,2,8536,74.0,0.0,64,5,5,1125,0.0,4,3,3.0,155000
520,600.0,2.0,1,0,1,600,0.0,480,2,1200,3,3180,30.0,0.0,166,5,7,600,0.0,5,5,5.0,151000
798,842.0,3.0,1,0,1,798,0.0,520,2,1640,3,8366,65.0,0.0,45,5,6,798,0.0,6,6,6.0,173000
1223,904.0,3.0,1,1000,6,223,0.0,525,2,2127,3,10944,81.0,448.0,132,5,7,1223,0.0,16,16,16.0,271000
972,0.0,2.0,1,680,5,292,0.0,240,1,972,2,8000,50.0,0.0,0,6,6,972,0.0,62,8,62.0,132000
1142,878.0,3.0,1,584,6,544,0.0,466,2,2020,3,9828,80.0,0.0,155,5,8,1128,0.0,15,15,15.0,239500
1144,0.0,3.0,3,739,4,405,0.0,596,1,1144,2,9571,68.0,0.0,0,6,5,1144,44.0,54,54,54.0,129000
1352,0.0,3.0,3,300,4,468,0.0,288,1,1352,3,6930,92.0,120.0,0,4,5,1062,0.0,52,52,52.0,130000
926,0.0,3.0,1,234,2,0,0.0,484,1,1316,2,5500,50.0,0.0,0,7,5,926,0.0,81,9,36.0,130000
1086,838.0,3.0,3,956,6,130,0.0,592,2,1924,3,12011,78.0,530.0,75,5,8,1086,208.0,12,12,12.0,280000
1164,0.0,3.0,1,1040,5,124,0.0,240,1,1164,2,10880,68.0,0.0,48,5,5,1164,0.0,60,60,60.0,125000
952,0.0,2.0,2,852,5,100,0.0,840,1,952,2,7350,60.0,0.0,0,7,5,952,0.0,59,59,22.0,139000
938,1215.0,4.0,1,259,2,425,0.0,0,0,2358,2,5250,50.0,0.0,54,5,8,684,0.0,138,23,0.0,122000
1680,0.0,3.0,1,808,6,72,0.0,540,3,1680,3,21695,69.0,260.0,44,9,6,880,0.0,22,3,22.0,222000
1221,691.0,3.0,1,0,1,482,0.0,672,1,1912,2,10800,60.0,0.0,25,7,6,482,0.0,105,10,7.0,163000
1004,0.0,2.0,1,578,5,426,0.0,480,3,1004,2,11241,69.0,180.0,0,7,6,1004,0.0,40,40,40.0,149000
774,456.0,3.0,1,384,5,363,0.0,305,1,1230,2,4712,51.0,0.0,57,7,4,747,0.0,64,60,64.0,121600
1167,0.0,3.0,1,645,4,270,0.0,495,1,1167,2,8731,98.0,0.0,0,5,5,915,0.0,90,60,38.0,144000
1301,0.0,2.0,2,405,2,740,0.0,440,1,1301,1,6911,60.0,0.0,0,5,5,1145,0.0,86,60,45.0,100000
1453,0.0,3.0,4,1082,6,371,0.0,445,2,1453,3,5271,69.0,0.0,80,5,7,1453,0.0,24,24,24.0,190000
1601,0.0,3.0,3,1358,6,223,0.0,670,2,1601,3,11423,69.0,479.0,0,5,8,1581,0.0,9,8,9.0,272000
1588,0.0,3.0,3,0,1,1588,0.0,825,1,1588,3,10000,85.0,410.0,45,5,8,1588,0.0,4,4,4.0,227000
1095,0.0,2.0,4,513,5,75,0.0,264,1,1095,2,10382,75.0,105.0,0,5,6,588,0.0,52,52,52.0,140000
1050,0.0,3.0,1,915,3,135,0.0,368,1,1050,2,10659,69.0,0.0,319,6,5,1050,0.0,49,49,49.0,136500
960,0.0,3.0,1,520,3,440,0.0,432,3,960,2,10921,73.0,48.0,0,5,4,960,0.0,45,45,45.0,94750
1002,454.0,4.0,2,0,1,810,0.0,280,1,1456,2,7585,50.0,0.0,0,3,5,810,0.0,62,60,56.0,91500
1489,0.0,3.0,1,0,1,1489,0.0,462,2,1489,3,9156,69.0,0.0,0,7,6,1489,0.0,42,42,42.0,185750
1726,0.0,3.0,1,1126,1,600,0.0,786,1,1726,4,9416,79.0,205.0,138,5,7,1726,0.0,3,3,3.0,311872
1362,720.0,3.0,1,0,1,1362,0.0,484,1,2082,3,11426,63.0,0.0,238,5,7,1362,0.0,7,7,7.0,200000
1339,0.0,3.0,1,1053,5,256,0.0,484,3,1339,2,8049,50.0,54.0,58,5,7,1309,0.0,20,20,20.0,180000
1310,1140.0,3.0,2,781,6,503,0.0,1069,3,2450,3,16545,69.0,731.0,126,5,8,1284,0.0,12,12,12.0,340000
879,984.0,4.0,3,0,1,879,0.0,660,3,1863,3,14054,58.0,0.0,17,5,7,879,0.0,4,4,4.0,219210
768,0.0,2.0,3,656,6,112,0.0,396,1,768,2,8445,70.0,0.0,0,7,5,768,0.0,38,3,22.0,133000
334,0.0,1.0,0,0,0,0,0.0,0,0,334,1,5000,50.0,0.0,0,3,1,0,0.0,64,60,0.0,39300
1136,0.0,3.0,1,892,3,244,0.0,384,1,1136,2,9200,80.0,0.0,0,6,6,1136,0.0,45,45,45.0,140000
1337,0.0,2.0,1,1201,6,36,0.0,405,3,1337,2,4500,32.0,443.0,199,5,6,1237,0.0,12,12,12.0,153500
912,0.0,2.0,1,312,3,0,0.0,288,1,912,2,7800,66.0,0.0,0,5,5,912,0.0,46,46,46.0,115000
876,936.0,4.0,1,540,5,324,0.0,264,2,1812,2,7590,69.0,288.0,168,5,5,864,0.0,48,48,48.0,169500
1052,720.0,4.0,1,378,1,342,0.0,240,1,2192,3,8400,60.0,0.0,24,8,5,720,0.0,71,13,71.0,179500
658,526.0,5.0,1,0,1,658,0.0,0,0,1184,2,8410,58.0,0.0,151,3,5,658,0.0,100,14,0.0,81000
964,925.0,4.0,1,0,1,925,0.0,308,1,1889,2,10120,60.0,0.0,0,4,7,925,0.0,100,60,50.0,122000
1327,0.0,3.0,1,405,3,658,0.0,624,1,1327,3,7388,75.0,0.0,0,6,5,1063,0.0,51,8,36.0,150750
1422,0.0,3.0,1,588,1,606,0.0,576,3,1422,3,12090,78.0,210.0,0,6,6,1422,0.0,29,29,29.0,175500
1632,0.0,4.0,3,0,1,1632,0.0,576,1,1632,2,25000,100.0,0.0,0,4,5,1632,0.0,43,43,43.0,143000
1630,0.0,3.0,1,0,1,1630,0.0,451,1,1630,3,9750,75.0,171.0,234,5,7,1630,0.0,10,9,10.0,213000
1013,0.0,2.0,1,0,1,1013,0.0,0,0,1526,1,8470,105.0,0.0,0,2,3,1013,0.0,95,28,0.0,85000
1040,0.0,2.0,0,0,0,0,0.0,420,1,1040,2,7200,60.0,0.0,0,5,4,0,0.0,61,60,54.0,90000
841,806.0,4.0,1,0,1,806,136.0,216,1,1647,1,6858,66.0,0.0,66,4,6,806,0.0,95,60,90.0,128000
1328,653.0,4.0,1,622,4,500,0.0,576,1,1981,3,7804,65.0,0.0,44,3,4,1122,431.0,82,60,29.0,135000
1644,0.0,3.0,1,1285,6,131,0.0,418,3,1644,2,9600,80.0,238.0,0,5,6,1416,0.0,57,57,57.0,167000
1482,1092.0,3.0,1,0,1,1482,0.0,868,3,2574,4,9588,69.0,270.0,148,5,8,1482,0.0,3,3,3.0,276000
1060,764.0,3.0,1,0,1,764,0.0,520,1,1824,2,13515,60.0,0.0,0,6,6,764,0.0,91,60,70.0,180500
1350,0.0,3.0,4,624,6,288,0.0,520,2,1350,2,9020,82.0,259.0,0,5,6,1248,0.0,46,46,46.0,168500
958,0.0,2.0,1,958,2,0,0.0,440,2,958,2,4928,69.0,0.0,60,6,6,958,0.0,34,34,34.0,143750
1053,795.0,4.0,1,0,1,833,0.0,370,1,1848,3,13053,64.0,0.0,0,7,6,833,0.0,87,10,88.0,207000
1620,0.0,3.0,1,1116,4,165,0.0,490,1,1620,2,9991,69.0,0.0,78,4,4,1281,0.0,34,17,17.0,150000
1167,0.0,3.0,1,560,6,598,0.0,400,2,1167,3,9248,69.0,106.0,26,6,6,1158,120.0,18,18,18.0,173000
798,0.0,3.0,1,94,2,641,0.0,220,1,1487,2,8741,52.0,0.0,140,4,6,735,0.0,65,60,61.0,113000
892,0.0,3.0,1,432,4,460,0.0,288,2,892,2,7150,65.0,60.0,0,5,5,892,0.0,43,43,43.0,100000
804,0.0,3.0,1,510,4,278,0.0,240,1,804,3,7200,60.0,294.0,0,7,5,788,0.0,70,18,70.0,119000
1140,0.0,3.0,1,0,1,1140,0.0,0,0,1140,2,17217,90.0,0.0,56,5,5,1140,0.0,4,4,0.0,84500
983,813.0,4.0,1,400,4,380,0.0,483,2,1796,2,7056,71.0,415.0,50,5,6,780,0.0,47,47,47.0,140000
1118,912.0,4.0,1,156,2,692,0.0,551,3,2030,3,12046,69.0,298.0,224,6,6,848,0.0,34,34,34.0,195000
1026,981.0,3.0,3,765,6,252,0.0,812,1,2007,4,11003,85.0,160.0,52,5,10,1017,0.0,2,2,2.0,310000
691,0.0,2.0,1,0,1,691,0.0,216,1,691,4,5400,60.0,0.0,20,6,5,691,0.0,90,60,90.0,86000
786,0.0,3.0,1,0,1,768,0.0,676,2,1590,3,9000,75.0,0.0,30,5,8,768,0.0,2,2,2.0,210000
1216,639.0,4.0,1,444,3,550,0.0,325,1,1855,2,9525,75.0,0.0,0,4,6,994,0.0,56,38,56.0,136900
1028,776.0,3.0,1,0,1,994,0.0,442,3,1804,3,7500,60.0,0.0,60,5,7,994,0.0,11,11,11.0,189000
884,884.0,3.0,1,550,6,334,0.0,543,1,1768,3,8158,65.0,252.0,63,5,7,884,0.0,7,7,7.0,224900
1831,1796.0,4.0,4,1387,6,543,0.0,807,3,3627,3,35760,118.0,1378.0,76,5,10,1930,0.0,15,14,15.0,625000
1298,0.0,3.0,1,1258,6,40,0.0,403,1,1298,3,11200,69.0,85.0,26,5,6,1298,0.0,25,25,25.0,180000
1801,0.0,1.0,1,1247,5,254,0.0,484,3,1801,2,15602,100.0,0.0,54,8,7,1501,0.0,51,13,51.0,289000
630,0.0,1.0,3,553,6,77,0.0,0,0,630,4,1533,21.0,0.0,0,7,5,630,0.0,40,40,0.0,92000
1103,0.0,2.0,1,397,4,706,0.0,440,1,1103,3,6000,50.0,0.0,120,6,6,1103,0.0,85,30,34.0,110500
859,319.0,2.0,2,0,1,859,0.0,384,2,1178,2,8712,66.0,0.0,0,7,4,859,0.0,110,60,46.0,102776
1196,0.0,2.0,1,197,2,999,0.0,440,1,1196,2,4800,40.0,0.0,0,7,4,1196,0.0,94,20,53.0,109900
1372,0.0,3.0,1,0,1,1372,0.0,529,3,1372,3,8640,72.0,0.0,140,5,7,1372,0.0,3,2,2.0,250580
1431,0.0,3.0,4,371,6,728,0.0,296,2,1431,2,9150,101.0,305.0,110,5,6,1099,0.0,48,48,48.0,165000
1422,0.0,3.0,3,0,1,1422,0.0,626,2,1422,3,8500,63.0,106.0,60,5,7,1422,0.0,6,6,6.0,179600
1079,874.0,3.0,3,985,6,595,0.0,501,3,1953,3,53107,69.0,0.0,231,5,6,1580,0.0,18,18,18.0,240000
1121,0.0,2.0,1,0,1,1121,0.0,440,2,1121,2,8546,80.0,0.0,64,5,4,1121,0.0,7,6,7.0,140000
1143,1330.0,4.0,3,0,1,1143,0.0,852,1,2473,3,9591,76.0,344.0,151,5,8,1143,0.0,6,5,6.0,317000
1057,0.0,3.0,1,417,3,640,0.0,576,3,1057,2,7420,70.0,0.0,0,5,5,1057,0.0,48,48,33.0,132000
1110,0.0,3.0,3,1097,6,0,0.0,602,3,1110,3,9101,69.0,104.0,30,6,5,1097,0.0,32,32,32.0,165500
1164,1106.0,4.0,1,524,6,628,0.0,671,3,2270,3,11764,92.0,348.0,57,7,8,1152,0.0,11,3,11.0,290000
2018,0.0,3.0,4,0,1,2002,0.0,746,3,2018,4,13214,89.0,0.0,76,5,9,2002,0.0,2,1,1.0,378500
672,714.0,3.0,2,438,3,234,0.0,440,3,1386,2,11616,69.0,328.0,0,5,6,672,0.0,32,32,32.0,158900
1082,871.0,3.0,2,0,1,1082,0.0,1043,2,1953,3,10574,85.0,0.0,50,5,8,1082,0.0,5,4,5.0,252000
1337,0.0,2.0,1,733,6,604,0.0,462,2,1337,3,5395,41.0,0.0,0,5,8,1337,0.0,17,17,17.0,180000
997,1288.0,4.0,1,0,1,969,0.0,648,3,2285,3,11000,69.0,72.0,56,5,8,969,0.0,10,10,10.0,248000
1718,0.0,3.0,4,1288,6,417,0.0,826,2,1718,3,10637,79.0,336.0,44,5,8,1705,0.0,3,2,3.0,297000
1086,0.0,3.0,3,516,5,380,0.0,484,2,1086,2,13400,85.0,1047.0,0,5,5,1024,0.0,44,44,44.0,159950
1555,0.0,2.0,1,0,1,1373,0.0,660,3,1555,3,3684,53.0,130.0,20,5,7,1373,0.0,3,3,3.0,174000
1902,0.0,3.0,3,1406,6,496,0.0,567,3,1902,4,17500,100.0,0.0,207,8,7,1902,0.0,51,8,51.0,335000
1298,1216.0,4.0,1,1216,2,0,0.0,693,3,2514,2,11170,69.0,0.0,0,5,7,1216,0.0,20,19,20.0,250000
1224,0.0,2.0,3,1086,6,0,0.0,528,1,1224,2,7018,64.0,275.0,0,5,5,1086,0.0,31,31,31.0,153337
1054,0.0,3.0,1,602,5,14,0.0,460,1,1054,2,9750,65.0,0.0,0,8,6,1054,0.0,41,41,41.0,151000
1276,1336.0,4.0,1,854,6,371,0.0,676,3,2612,3,12203,98.0,975.0,0,5,8,1225,0.0,12,11,12.0,336000
902,0.0,3.0,1,599,6,277,0.0,288,1,902,2,6173,69.0,75.0,0,6,5,876,0.0,43,43,43.0,125500
1153,0.0,4.0,1,692,6,153,0.0,484,2,2353,4,13005,94.0,278.0,195,7,7,845,0.0,30,30,27.0,260000
689,703.0,3.0,1,378,6,311,0.0,299,3,1392,2,10900,69.0,153.0,36,7,6,689,0.0,33,33,33.0,161750
1155,0.0,3.0,3,899,5,210,0.0,576,1,1155,3,11782,88.0,0.0,0,7,5,1109,192.0,49,15,23.0,148000
1136,768.0,3.0,1,180,3,676,0.0,240,1,1904,2,7200,60.0,0.0,0,4,5,1208,0.0,60,28,60.0,138000
950,208.0,3.0,1,0,1,862,0.0,208,2,1158,2,6000,50.0,0.0,0,7,6,862,0.0,81,60,81.0,120000
751,611.0,3.0,2,0,1,611,0.0,502,3,1362,2,6155,60.0,0.0,0,8,6,611,0.0,90,11,90.0,128000
1005,1286.0,4.0,1,0,1,975,0.0,429,3,2291,3,8738,66.0,302.0,0,5,7,975,0.0,11,11,11.0,230000
649,668.0,3.0,1,0,1,649,0.0,250,1,1317,2,8500,50.0,0.0,54,4,4,649,0.0,90,60,90.0,40000
1734,0.0,3.0,1,1004,6,730,0.0,928,1,1734,4,12085,93.0,328.0,0,5,8,1734,0.0,3,3,3.0,318000
1194,0.0,3.0,1,0,1,1194,0.0,312,2,1194,2,8760,73.0,220.0,0,6,6,1194,0.0,51,51,51.0,148000
876,540.0,4.0,2,0,1,876,0.0,720,1,1416,2,12665,100.0,0.0,0,8,5,876,0.0,95,60,61.0,153900
1383,0.0,3.0,2,1064,4,319,0.0,354,1,1383,2,13284,69.0,0.0,116,5,5,1383,0.0,56,56,56.0,165000
1001,1001.0,3.0,1,284,4,717,0.0,871,1,2002,2,6270,82.0,0.0,0,6,5,1001,0.0,61,60,61.0,145000
1496,0.0,3.0,3,0,1,1496,0.0,474,1,1496,3,9158,76.0,140.0,130,5,8,1496,0.0,3,3,3.0,225000
984,620.0,3.0,1,408,1,156,0.0,660,1,1604,2,10998,60.0,0.0,68,5,5,984,0.0,69,50,33.0,117000
764,0.0,2.0,1,0,1,680,0.0,504,1,764,2,5232,30.0,0.0,0,5,5,680,0.0,85,6,45.0,73000
977,755.0,3.0,1,0,1,741,0.0,476,3,1732,3,9206,77.0,336.0,46,5,6,741,0.0,25,25,25.0,178000
1494,0.0,3.0,3,0,1,1494,0.0,840,2,1494,3,10652,91.0,306.0,33,5,7,1494,160.0,4,3,4.0,279500
986,0.0,2.0,1,0,1,960,0.0,180,1,986,2,6180,60.0,0.0,128,5,6,960,0.0,84,60,84.0,102000
1145,0.0,2.0,1,16,6,1129,0.0,397,3,1145,3,3182,43.0,11.0,16,5,7,1145,0.0,5,4,5.0,160200
742,742.0,3.0,1,0,1,742,0.0,0,0,1484,2,6300,35.0,0.0,291,6,6,742,0.0,96,9,0.0,128000
1344,0.0,3.0,1,111,6,354,0.0,525,2,1344,3,14375,69.0,541.0,118,6,6,819,0.0,52,52,52.0,137500
958,581.0,3.0,1,0,1,650,0.0,686,1,1539,3,10440,60.0,0.0,78,8,5,650,0.0,106,8,27.0,157500
1134,1370.0,4.0,1,0,1,1122,0.0,656,3,2504,4,11198,77.0,245.0,39,5,9,1122,0.0,5,3,5.0,325000
747,0.0,1.0,2,0,1,600,0.0,528,1,747,2,5825,52.0,108.0,0,5,4,600,0.0,84,57,57.0,79900
1108,989.0,3.0,3,975,6,133,0.0,583,2,2097,3,9750,75.0,0.0,170,6,7,1108,0.0,12,12,12.0,274300
3138,1538.0,3.0,4,2260,6,878,0.0,884,3,4676,4,40094,130.0,762.0,406,5,10,3138,0.0,3,2,3.0,184750
786,390.0,2.0,1,0,1,698,0.0,624,1,1176,2,6000,50.0,0.0,0,9,6,698,0.0,73,10,11.0,134900
720,0.0,2.0,1,495,3,225,0.0,0,0,720,2,7879,60.0,0.0,523,5,4,720,0.0,90,60,0.0,34900
1580,0.0,3.0,1,0,1,1580,0.0,830,2,1580,3,11932,92.0,186.0,24,5,8,1580,0.0,3,2,2.0,235128
1440,0.0,4.0,4,1440,1,0,0.0,0,0,1440,2,7711,42.0,0.0,0,3,4,1440,0.0,33,33,0.0,150000
738,0.0,3.0,1,193,6,545,0.0,540,3,1476,3,8633,64.0,0.0,35,5,6,738,0.0,5,5,5.0,173500
1500,0.0,3.0,3,20,6,1480,0.0,570,2,1500,3,8487,63.0,210.0,36,5,7,1500,0.0,6,6,6.0,190000
884,464.0,3.0,1,0,1,884,0.0,216,1,1348,2,6000,50.0,0.0,0,8,5,884,0.0,85,13,50.0,117000
1200,0.0,1.0,2,661,6,203,0.0,884,1,1200,3,9230,71.0,166.0,64,8,5,864,0.0,45,12,33.0,146000
1394,0.0,3.0,1,609,4,785,0.0,514,2,1394,2,9500,69.0,247.0,76,5,6,1394,0.0,47,47,47.0,159000
800,832.0,4.0,1,400,6,336,0.0,484,1,1632,3,9130,69.0,252.0,40,8,6,800,0.0,44,10,44.0,173000
912,0.0,3.0,1,842,5,70,0.0,336,1,912,2,8521,70.0,0.0,0,5,5,912,0.0,43,43,36.0,125000
1370,1254.0,4.0,1,1128,4,242,0.0,864,1,2624,2,22420,86.0,0.0,0,6,6,1370,0.0,92,60,92.0,239000
1696,0.0,3.0,1,0,1,1140,0.0,349,1,1696,2,13673,40.0,0.0,30,5,5,1140,0.0,48,48,48.0,143900
682,548.0,2.0,1,0,1,440,0.0,440,1,1230,2,10440,60.0,0.0,0,6,5,440,0.0,100,29,44.0,110000
1549,1178.0,3.0,1,297,3,556,0.0,440,1,2727,3,10570,70.0,0.0,74,8,8,853,0.0,78,16,78.0,315000
728,728.0,3.0,1,0,1,728,0.0,429,2,1456,2,15578,105.0,0.0,0,5,6,728,0.0,4,4,4.0,172785
864,0.0,3.0,1,375,1,250,0.0,660,1,864,3,6960,60.0,0.0,0,6,4,864,0.0,40,40,21.0,120500
970,739.0,3.0,1,0,1,970,0.0,380,1,1709,3,2522,24.0,50.0,40,5,6,970,0.0,6,4,6.0,130000
810,855.0,3.0,1,643,6,167,0.0,528,3,1665,3,8400,70.0,0.0,45,6,8,810,0.0,9,9,9.0,227000
1372,1274.0,3.0,4,987,6,360,144.0,656,2,2646,3,9900,90.0,256.0,60,5,7,1347,0.0,17,17,17.0,260000
798,0.0,3.0,1,0,1,798,0.0,595,2,1640,3,7226,72.0,0.0,45,5,7,798,0.0,7,7,7.0,183000
1014,685.0,3.0,2,440,4,538,0.0,420,1,1699,2,10615,107.0,0.0,74,5,3,978,0.0,110,40,90.0,95000
1663,0.0,2.0,4,1116,4,248,0.0,529,1,1663,3,53227,69.0,0.0,137,6,4,1364,0.0,56,16,56.0,256000
1728,0.0,6.0,1,1332,3,396,0.0,504,1,1728,2,9100,70.0,336.0,0,5,5,1728,0.0,47,47,47.0,125000
1055,790.0,3.0,1,0,1,1055,0.0,462,2,1845,3,11218,70.0,0.0,104,5,6,1055,0.0,18,18,18.0,189000
1020,831.0,3.0,4,536,4,169,0.0,440,2,1851,3,9760,80.0,340.0,42,8,6,822,0.0,46,17,46.0,187000
1489,0.0,3.0,1,0,1,1489,0.0,776,2,1489,3,11216,81.0,0.0,140,5,8,1489,0.0,4,4,4.0,232600
864,0.0,2.0,1,612,3,252,0.0,300,1,864,2,9100,70.0,0.0,0,6,6,864,0.0,51,51,2.0,127500
1256,0.0,3.0,1,830,4,136,0.0,276,3,1256,2,9937,75.0,0.0,68,6,5,1256,736.0,45,45,45.0,147500
816,0.0,2.0,1,816,1,0,0.0,816,3,816,2,6600,60.0,0.0,0,8,5,816,0.0,28,7,25.0,138000
902,918.0,4.0,4,454,5,410,0.0,492,1,1820,3,13700,69.0,288.0,84,6,7,864,0.0,45,22,45.0,201800
912,1215.0,4.0,2,48,4,422,0.0,833,2,2127,3,13125,103.0,0.0,192,5,7,1104,0.0,19,19,19.0,238000
1065,0.0,3.0,1,0,1,1065,0.0,461,1,1065,2,8892,80.0,66.0,0,5,5,1065,0.0,50,50,36.0,126500
1200,0.0,4.0,1,0,1,1200,0.0,312,1,1200,2,11340,84.0,0.0,0,5,6,1200,0.0,87,60,87.0,125000
1208,0.0,2.0,3,686,6,501,0.0,632,2,1208,3,6762,64.0,24.0,61,5,7,1187,0.0,4,4,4.0,206000
1133,1349.0,4.0,4,0,1,1094,0.0,642,3,2482,3,12665,88.0,245.0,39,5,8,1094,0.0,5,4,5.0,281213
1720,0.0,3.0,1,919,6,801,0.0,527,3,1720,3,10593,59.0,338.0,56,5,7,1720,0.0,14,14,14.0,260400
840,0.0,3.0,1,116,2,556,0.0,0,0,840,2,4388,55.0,0.0,0,7,5,672,0.0,80,60,0.0,87000
1294,0.0,3.0,1,1200,6,78,0.0,496,1,1294,3,7153,69.0,88.0,51,5,6,1278,0.0,19,19,19.0,179200
1090,0.0,2.0,1,980,5,110,0.0,450,3,1090,2,7024,60.0,0.0,49,5,5,1090,0.0,5,4,5.0,157000
1165,0.0,4.0,1,0,1,1141,0.0,420,3,2263,3,12090,93.0,650.0,123,5,8,1141,144.0,12,12,12.0,258000
969,0.0,3.0,3,716,4,253,0.0,440,1,969,2,10356,120.0,0.0,0,6,5,969,0.0,35,35,35.0,122000
894,0.0,2.0,1,0,1,894,0.0,1248,2,894,2,18000,120.0,0.0,20,4,3,894,0.0,75,60,16.0,81000
1028,0.0,2.0,1,0,1,1008,0.0,360,1,1028,2,8960,56.0,0.0,0,6,5,1008,0.0,83,60,83.0,115000
979,979.0,4.0,1,484,3,495,0.0,492,1,1958,2,7136,82.0,423.0,0,6,6,979,0.0,64,60,64.0,145000
1795,0.0,2.0,3,0,1,1795,0.0,895,2,1795,3,9986,75.0,428.0,49,5,8,1795,0.0,4,3,3.0,147000
1940,0.0,3.0,3,1646,6,284,0.0,606,3,1940,4,10159,83.0,450.0,95,5,9,1930,0.0,1,0,0.0,395192
1178,0.0,3.0,1,1084,4,92,0.0,439,1,1178,3,10000,80.0,0.0,0,6,5,1176,0.0,37,10,37.0,157000
810,672.0,3.0,1,156,4,516,0.0,400,1,1482,1,12155,69.0,0.0,0,8,6,672,0.0,85,60,76.0,140000
1428,0.0,3.0,1,0,1,1417,0.0,554,2,1428,4,12274,91.0,256.0,60,5,7,1417,0.0,2,2,2.0,227680
864,0.0,3.0,3,460,4,404,0.0,338,1,864,2,15523,36.0,0.0,0,6,5,864,0.0,38,38,38.0,133500
616,495.0,3.0,2,236,2,0,0.0,200,1,1111,2,9084,60.0,0.0,0,6,5,616,0.0,69,60,69.0,95000
680,790.0,3.0,1,310,1,370,0.0,420,3,1470,2,9765,69.0,68.0,63,8,6,680,0.0,17,17,17.0,185000
1116,0.0,3.0,1,0,1,1116,0.0,440,1,1116,2,10000,87.0,261.0,0,6,6,1116,0.0,48,48,48.0,160000
864,0.0,2.0,1,414,1,450,0.0,288,1,864,3,7332,60.0,207.0,0,6,6,864,0.0,51,51,51.0,120000
1297,0.0,3.0,1,1213,3,84,0.0,498,3,1297,2,8532,74.0,650.0,0,6,5,1297,0.0,56,20,56.0,153000
1113,0.0,3.0,1,607,5,506,0.0,264,1,1113,3,9600,80.0,0.0,80,7,5,1113,0.0,60,3,60.0,147000
1501,0.0,3.0,4,679,6,811,0.0,577,2,1501,3,10335,78.0,183.0,29,5,7,1490,0.0,11,11,11.0,204000
764,783.0,3.0,2,24,6,732,0.0,614,1,1547,3,8640,72.0,0.0,45,5,7,756,0.0,1,1,1.0,215200
991,956.0,3.0,1,222,6,769,0.0,678,2,1947,3,12552,100.0,0.0,136,5,7,991,0.0,6,5,6.0,254900
1717,0.0,3.0,3,0,1,1709,0.0,908,2,1717,3,11146,87.0,250.0,39,5,8,1709,0.0,4,4,4.0,255500
1052,0.0,3.0,3,504,1,506,0.0,440,1,1052,2,8816,80.0,80.0,0,7,6,1010,0.0,39,39,39.0,155000
1127,886.0,3.0,3,862,1,255,0.0,455,1,2013,2,9920,92.0,0.0,130,5,7,1117,0.0,14,13,13.0,269790
