1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,HouseAge,RemodAge,GarageAge,SalePrice
1251,0.0,3.0,1,553,1,698,0.0,461,1,1251,2,8800,80.0,425.0,116,6,6,1251,0.0,46,46,46.0,160000
1476,677.0,3.0,2,904,6,536,0.0,736,3,2153,4,11050,69.0,204.0,142,5,9,1440,0.0,10,10,10.0,313000
1787,0.0,3.0,4,0,1,1753,0.0,748,2,1787,3,14781,69.0,178.0,150,5,8,1753,0.0,9,8,9.0,275000
864,0.0,2.0,1,41,4,823,0.0,0,0,864,2,8248,45.0,0.0,0,3,3,864,0.0,96,60,0.0,67000
1114,0.0,3.0,1,646,6,468,0.0,576,1,1114,3,13695,66.0,0.0,102,5,5,1114,0.0,6,6,6.0,159000
1652,0.0,2.0,3,1196,6,298,0.0,499,2,1652,4,5330,41.0,0.0,48,5,8,1494,0.0,10,10,10.0,251000
1040,0.0,2.0,0,0,0,0,0.0,400,1,1040,2,8544,60.0,0.0,0,4,3,0,0.0,60,60,23.0,92900
784,0.0,2.0,1,784,5,0,0.0,0,0,784,3,6130,50.0,0.0,0,6,5,784,0.0,86,60,0.0,109500
1842,0.0,0.0,4,1810,6,32,0.0,894,3,1842,3,50271,68.0,0.0,72,5,9,1842,0.0,29,23,29.0,385000
1465,915.0,3.0,1,187,2,111,0.0,596,1,2380,2,18450,69.0,113.0,265,5,6,1021,0.0,45,31,45.0,129000
1411,0.0,3.0,1,822,5,564,0.0,544,3,1411,2,11900,85.0,209.0,0,5,7,1386,0.0,33,33,33.0,82500
1553,1177.0,4.0,4,28,2,0,0.0,576,1,2730,3,10380,86.0,172.0,96,5,7,1502,0.0,24,23,23.0,301000
1656,0.0,3.0,3,24,6,1632,0.0,826,1,1656,3,11096,84.0,0.0,146,5,8,1656,0.0,4,4,4.0,249700
630,0.0,1.0,3,495,5,135,0.0,0,0,630,2,1890,21.0,0.0,0,7,4,630,0.0,38,38,0.0,81000
1472,0.0,3.0,3,1036,6,336,0.0,588,1,1472,2,14115,69.0,225.0,48,5,7,1372,0.0,30,30,30.0,187500
1392,0.0,2.0,1,0,1,1392,0.0,576,2,1392,2,13560,120.0,216.0,0,3,6,1392,0.0,42,42,42.0,110000
1001,634.0,2.0,1,0,1,485,0.0,255,1,1635,3,5310,59.0,0.0,0,8,6,485,0.0,100,7,60.0,117000
864,0.0,3.0,2,360,3,504,0.0,288,2,864,2,9560,120.0,0.0,0,7,5,864,0.0,38,38,38.0,128500
1506,0.0,2.0,4,16,6,1346,0.0,440,1,1506,3,3013,43.0,145.0,20,5,7,1362,0.0,5,5,5.0,213490
1006,1040.0,3.0,1,866,6,132,0.0,871,2,2046,3,10625,85.0,292.0,62,5,7,998,0.0,7,6,7.0,284000
1454,482.0,3.0,1,0,1,1406,0.0,504,2,1936,3,11194,106.0,40.0,124,5,8,1406,188.0,10,10,10.0,230500
1888,0.0,2.0,1,247,1,557,0.0,578,3,1888,3,16492,137.0,0.0,0,6,6,1517,0.0,44,8,44.0,190000
1236,0.0,3.0,1,465,4,447,0.0,288,1,1236,2,6993,65.0,0.0,0,7,5,912,0.0,49,16,49.0,135000
1370,0.0,3.0,1,0,1,1090,0.0,479,2,1370,2,10400,80.0,189.0,0,5,7,1090,0.0,34,34,34.0,152000
1040,0.0,2.0,0,0,0,0,0.0,400,1,1040,2,8544,69.0,340.0,0,4,3,0,0.0,61,60,61.0,87500
575,560.0,3.0,1,350,5,0,0.0,576,2,1135,3,7200,60.0,0.0,0,9,7,560,0.0,74,3,39.0,155000
864,0.0,3.0,1,432,5,432,0.0,0,0,864,2,10500,70.0,0.0,0,5,4,864,0.0,39,39,0.0,115000
1099,0.0,3.0,1,0,1,1099,0.0,352,1,1099,3,9525,75.0,0.0,0,6,5,1099,0.0,15,4,11.0,144000
979,871.0,3.0,1,595,6,378,0.0,467,3,1850,3,29959,69.0,0.0,98,6,7,973,0.0,16,16,16.0,248000
825,587.0,4.0,1,0,1,780,0.0,280,1,1412,2,6000,50.0,0.0,0,6,6,780,0.0,71,60,71.0,132500
896,896.0,4.0,1,0,1,896,0.0,0,0,1792,2,9000,60.0,0.0,45,5,5,896,0.0,36,36,0.0,136000
833,0.0,2.0,1,415,3,418,0.0,326,1,833,3,5400,90.0,0.0,0,7,5,833,0.0,56,10,55.0,117000
1152,0.0,3.0,0,0,0,0,0.0,0,0,1152,1,6040,65.0,0.0,0,5,4,0,0.0,55,55,0.0,82000
1478,0.0,3.0,1,1270,4,208,0.0,498,1,1478,2,17600,69.0,30.0,40,5,6,1478,0.0,50,50,50.0,157500
720,564.0,2.0,1,312,2,408,0.0,240,1,1284,2,3500,50.0,0.0,35,7,5,720,0.0,63,60,62.0,110000
892,783.0,3.0,1,0,1,841,0.0,502,3,1675,2,24682,69.0,0.0,103,5,6,841,0.0,11,11,11.0,181000
936,840.0,3.0,1,0,1,936,0.0,474,2,1776,3,14006,65.0,144.0,96,5,7,936,0.0,8,8,8.0,192500
920,866.0,3.0,2,486,6,434,0.0,608,2,1786,3,11250,68.0,162.0,42,5,7,920,0.0,9,8,9.0,223500
1262,0.0,3.0,4,978,5,284,0.0,460,2,1262,2,9600,80.0,0.0,0,8,6,1262,0.0,34,34,34.0,181500
1088,0.0,2.0,1,0,1,1074,0.0,461,2,1088,3,3696,69.0,0.0,74,5,8,1074,0.0,24,24,23.0,170000
1360,0.0,1.0,3,1036,6,184,0.0,565,2,1360,3,5814,69.0,0.0,0,5,8,1220,0.0,26,26,26.0,187500
770,812.0,3.0,1,490,6,280,0.0,520,2,1582,3,8320,64.0,0.0,45,5,7,770,0.0,6,6,6.0,185900
976,332.0,2.0,1,428,3,300,0.0,256,1,1308,2,9600,130.0,0.0,70,7,5,728,0.0,70,60,70.0,160000
1431,0.0,3.0,3,560,6,871,0.0,666,3,1431,3,9017,68.0,0.0,35,5,7,1431,0.0,11,11,11.0,192000
1429,0.0,3.0,1,594,4,331,0.0,572,1,1429,3,14585,69.0,85.0,110,6,6,1144,216.0,50,23,50.0,181900
1095,844.0,3.0,2,0,1,1095,0.0,1053,2,1939,3,10728,84.0,0.0,51,5,8,1095,0.0,4,4,4.0,266000
864,0.0,2.0,1,0,1,864,0.0,0,0,864,2,4060,56.0,0.0,96,8,5,864,0.0,88,60,0.0,99900
1426,1519.0,3.0,4,0,1,1410,0.0,641,3,2945,3,13682,66.0,1031.0,0,5,10,1410,0.0,4,4,4.0,438780
1314,0.0,3.0,2,936,6,364,0.0,552,2,1314,3,8640,72.0,72.0,112,5,8,1300,0.0,1,1,1.0,229456
1836,0.0,3.0,1,24,6,1836,0.0,484,3,1836,3,9100,70.0,0.0,33,5,7,1860,0.0,6,5,6.0,216837
866,0.0,2.0,1,329,5,357,0.0,0,0,866,3,3880,40.0,0.0,42,9,5,686,0.0,65,13,0.0,110500
1569,0.0,1.0,1,988,1,398,0.0,660,1,1569,3,3635,51.0,130.0,20,5,7,1386,0.0,3,3,3.0,175900
1690,1589.0,4.0,4,1416,5,234,0.0,841,3,3279,4,53504,47.0,603.0,36,5,8,1650,0.0,7,7,7.0,538000
4692,950.0,3.0,4,5644,6,466,0.0,1418,3,5642,4,63887,313.0,796.0,292,5,10,6110,0.0,2,2,2.0,160000
983,756.0,3.0,1,649,6,321,0.0,480,3,1739,3,2645,24.0,456.0,0,5,8,970,0.0,11,10,11.0,172500
755,755.0,4.0,2,0,1,755,0.0,296,1,1510,2,9084,60.0,0.0,0,5,4,755,0.0,70,60,70.0,108000
1050,745.0,4.0,1,0,1,1050,0.0,352,1,1795,2,12150,81.0,335.0,0,5,5,1050,0.0,56,56,56.0,131500
694,600.0,3.0,0,0,0,0,0.0,0,0,1294,2,10800,60.0,0.0,114,7,4,0,0.0,110,10,0.0,106250
2084,0.0,2.0,3,1636,6,442,0.0,1220,3,2084,4,14803,114.0,816.0,45,5,10,2078,0.0,3,2,3.0,385000
1766,0.0,3.0,2,1121,6,645,0.0,478,3,1766,4,9187,85.0,162.0,130,5,9,1766,0.0,1,1,1.0,370878
2000,704.0,4.0,4,1410,1,542,0.0,538,3,2704,4,13860,75.0,0.0,111,7,8,1952,0.0,38,15,38.0,345000
520,0.0,1.0,1,0,1,520,0.0,240,1,520,1,6324,60.0,0.0,0,6,4,520,0.0,83,60,90.0,68500
1020,1037.0,3.0,1,223,3,794,0.0,180,3,2057,3,11500,86.0,0.0,0,7,7,1017,0.0,74,23,74.0,250000
1694,0.0,3.0,3,0,1,1694,0.0,776,1,1694,3,10475,64.0,72.0,33,5,8,1694,160.0,2,2,2.0,245350
842,630.0,3.0,2,0,1,702,0.0,250,1,1472,3,9600,60.0,0.0,0,8,5,702,0.0,85,16,85.0,125000
1276,804.0,3.0,1,0,1,1276,0.0,282,1,2080,3,10918,53.0,0.0,0,9,7,1276,0.0,84,6,84.0,234000
988,517.0,3.0,1,399,3,484,0.0,240,1,1505,2,9144,69.0,0.0,0,5,5,883,0.0,70,28,70.0,145000
1586,0.0,3.0,1,0,1,1362,0.0,435,1,1586,2,17043,48.0,0.0,0,5,6,1362,192.0,31,12,31.0,181000
929,929.0,5.0,1,0,1,755,0.0,0,0,2229,2,5520,92.0,0.0,198,6,6,755,0.0,98,60,0.0,104000
956,1128.0,4.0,1,656,6,300,0.0,618,2,2084,3,10142,76.0,0.0,45,5,7,956,0.0,6,6,6.0,233000
1080,672.0,4.0,3,427,6,132,0.0,492,2,1752,2,12134,152.0,0.0,12,7,8,559,0.0,22,5,22.0,164000
960,780.0,3.0,1,410,4,390,0.0,240,1,1740,2,13125,75.0,0.0,0,6,7,800,0.0,70,26,70.0,219500
847,1101.0,3.0,1,0,1,847,0.0,434,1,1948,3,12393,41.0,0.0,48,5,7,847,0.0,6,5,6.0,195000
897,439.0,3.0,1,637,3,0,0.0,570,1,1336,2,11040,60.0,0.0,47,6,4,637,0.0,90,60,16.0,108000
894,0.0,3.0,1,894,5,0,0.0,552,1,894,2,9800,70.0,0.0,0,7,5,894,0.0,38,38,35.0,149900
1980,0.0,3.0,3,1447,6,533,0.0,770,3,1980,4,16737,129.0,66.0,45,5,9,1980,0.0,6,5,6.0,315000
753,741.0,3.0,1,547,4,224,0.0,213,1,1494,3,7500,69.0,0.0,0,7,6,771,0.0,68,60,68.0,177500
1048,0.0,3.0,1,580,4,333,0.0,288,1,1558,2,10930,60.0,0.0,0,6,5,913,0.0,65,60,48.0,140000
1294,0.0,2.0,3,0,1,1286,0.0,662,2,1294,3,6762,64.0,0.0,55,5,7,1286,0.0,4,4,4.0,193879
2136,0.0,4.0,1,756,2,1380,0.0,528,1,2136,2,10680,89.0,44.0,30,3,5,2136,0.0,59,59,59.0,137900
672,546.0,3.0,1,317,4,355,0.0,264,1,1218,2,1680,21.0,281.0,28,7,6,672,0.0,38,38,38.0,118000
1719,0.0,1.0,4,1619,6,100,0.0,473,3,1719,3,10846,32.0,0.0,30,5,8,1719,0.0,17,17,17.0,324000
2402,0.0,2.0,4,1767,6,788,0.0,672,3,2402,4,15431,105.0,200.0,72,5,10,3094,0.0,2,2,2.0,555000
1664,862.0,5.0,1,168,3,0,0.0,216,1,2526,3,8520,60.0,0.0,15,7,6,714,0.0,94,60,94.0,136000
708,0.0,2.0,1,280,2,140,0.0,0,0,708,1,5330,50.0,0.0,0,7,4,420,164.0,70,60,0.0,82500
581,530.0,3.0,1,0,1,530,0.0,288,1,1111,1,7200,60.0,0.0,0,7,5,530,0.0,90,14,75.0,101000
